Trend,Seasonality,Autocorrelation,Stationarity,Heteroscedasticity,Residual Patterns,Outliers,Non-Linearity,Periodicity,Magnitude of Fluctuations,Time Series Length,Historical Behavior,Model Complexity,Data Size and Availability,best_model
3,3,1.0,1,True,True,0,Non-Linear,Yes,14.960301595525946,375,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.826006410758911,246,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.71456601673775,447,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.89828524875744,348,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,15.066673933181281,261,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.821247510047657,315,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,15.281264319267136,297,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,14.630134519107635,443,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,14.641505424643144,275,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,14.637153135574524,423,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,15.058443062132955,231,2,3,2,prophetModel
1,3,1.0,2,True,True,0,Non-Linear,Yes,15.128477403725663,182,2,3,1,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,15.144450311701492,341,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.878578951716596,462,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,15.199660016559259,248,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.920683075022957,433,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,15.493619429984225,388,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,15.21948743038444,386,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.759332551964095,447,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,15.040435365646667,278,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,15.250042129954014,222,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.961692998646049,447,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,15.308331106797276,287,2,3,2,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,15.000045667223057,397,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,15.48372585445916,184,2,3,1,prophetModel
1,3,1.0,2,True,True,0,Non-Linear,Yes,14.143580396182264,190,2,3,1,prophetModel
3,3,1.0,1,True,True,0,Non-Linear,Yes,15.348039969006052,142,2,3,1,prophetModel
1,3,1.0,1,True,True,0,Non-Linear,Yes,14.77159635778032,229,2,3,2,prophetModel
3,3,1.0,1,False,True,2,Non-Linear,Yes,0.03458696987444205,269,2,3,2,prophetModel
3,3,1.0,1,True,True,0,Linear,Yes,0.5485221391091919,745,2,3,3,prophetModel
1,3,1.0,1,True,True,5,Non-Linear,Yes,27932.67427598357,327,1,3,2,lstm
3,3,1.0,2,True,True,0,Linear,Yes,73540.79224571324,341,3,3,2,lstm
3,3,1.0,1,True,True,8,Non-Linear,Yes,0.681630697785293,350,2,3,2,prophetModel
1,3,1.0,2,True,True,9,Non-Linear,Yes,497.25272996626194,504,2,3,3,prophetModel
3,3,1.0,2,True,True,0,Non-Linear,Yes,35.871586594774264,96,2,2,1,lstm
3,3,1.0,2,True,True,0,Linear,Yes,297783.6371136218,261,3,3,2,lstm
3,3,1.0,2,True,True,1,Non-Linear,Yes,5024.560460790745,74,3,2,1,arima
3,3,1.0,1,True,True,1,Linear,Yes,217251.411826283,475,2,3,2,arima
3,3,1.0,2,True,True,0,Non-Linear,Yes,5.849588624410261,21,3,1,1,exponentialsmoothing
3,3,1.0,1,False,False,0,Non-Linear,Yes,28999416.853344098,75,3,2,1,arima
3,3,1.0,2,True,True,0,Linear,Yes,1008850.4766202869,75,3,2,1,exponentialsmoothing
3,3,1.0,2,False,True,1,Non-Linear,Yes,7.439337588012601,53,2,2,1,prophetModel
1,3,1.0,2,True,True,1,Non-Linear,Yes,4554.482778599835,53,1,2,1,prophetModel
3,3,1.0,2,True,False,0,Linear,Yes,2.0399756929189734,117,2,3,1,prophetModel
3,3,1.0,2,False,False,0,Linear,Yes,6007.31755264135,18,3,1,1,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,15715.927967616475,18,3,1,1,arima
3,3,1.0,1,False,False,0,Linear,Yes,3.352432474978373,272,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,4.453192471655508,137,2,3,1,exponentialsmoothing
3,3,1.0,2,True,False,0,Linear,Yes,1.7993812579854858,268,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,1.3615932104350736,462,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,4.015785513082868,222,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,1.4233931151108046,455,2,3,2,exponentialsmoothing
1,3,1.0,1,False,True,1,Linear,Yes,4.077314097225807,494,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,1,Linear,Yes,2.255805320654844,275,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,4.574621789628912,440,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,2,Linear,Yes,2.228151527039096,482,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,2.095470977573035,365,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,1.149389037509684,291,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,2.566214914934279,431,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,1,Linear,Yes,3.400780532040637,438,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,4.357224279742542,207,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,1.7685063512524486,345,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,2.2565797240145815,269,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,1.9242505737333444,211,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,1,Linear,Yes,1.4322813574590714,398,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,2.3740114325495596,193,2,3,1,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,4.373505650170146,455,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,2,Linear,Yes,2.2286645110467638,307,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,2,Linear,Yes,3.5216009082292787,473,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,1,Linear,Yes,3.2664800482638334,183,2,3,1,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,3.457324846292777,487,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,3.346970764721233,232,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,3.501787790727458,409,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,2.71916886365705,119,2,3,1,exponentialsmoothing
1,3,1.0,1,True,False,2,Linear,Yes,1.7374182217560596,357,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,2.279667863050106,471,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,4.23447821671232,393,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,1.2705443114581971,310,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,5,Non-Linear,Yes,1.3894857843118475,315,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,3.277357563650636,120,2,3,1,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,3.786352413002807,222,2,3,2,exponentialsmoothing
1,3,1.0,1,True,True,1,Linear,Yes,2.7688538019556694,301,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,1.6870927541917167,233,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,1,Linear,Yes,1.8024308782559664,499,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,4.206066635995467,431,2,3,2,exponentialsmoothing
3,3,1.0,1,True,True,0,Linear,Yes,1.3755286409793803,493,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,3,Linear,Yes,3.213422454162579,426,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,1,Linear,Yes,2.4662310685808433,496,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,1,Linear,Yes,3.90803969054969,202,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,2,Linear,Yes,2.850843815858716,424,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,1,Linear,Yes,2.550202612048733,376,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,3.385827959237742,231,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,2.3323733297173055,289,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,3.85878271260814,235,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,1,Linear,Yes,2.606426213995609,100,2,2,1,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,2.167347942733499,273,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,1.5736140699984502,276,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,1.2279006582359033,157,2,3,1,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,1.2425753028419897,256,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,3.198345850812942,125,2,3,1,exponentialsmoothing
3,3,1.0,1,True,False,1,Linear,Yes,1.9327376104408602,211,2,3,2,exponentialsmoothing
3,3,1.0,1,False,True,2,Non-Linear,Yes,4.6057703594866055,254,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,1,Linear,Yes,1.5957861149383386,441,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,2.196821099899682,314,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,4.130522750002348,391,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,2,Linear,Yes,3.8029405150450715,277,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,3.83452053211208,305,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,4.307477031641344,199,2,3,1,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,2.9893387305734755,118,2,3,1,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,2.7921171193191623,144,2,3,1,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,2.7942854382437328,219,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,2,Linear,Yes,4.063714955149801,402,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,2.357169523637053,120,2,3,1,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,3.8152982017530515,423,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,1,Linear,Yes,2.632483347176728,419,2,3,2,exponentialsmoothing
1,3,1.0,1,False,True,1,Linear,Yes,2.5674315834708588,154,2,3,1,exponentialsmoothing
1,3,1.0,1,True,False,1,Linear,Yes,3.258636485876335,434,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,3.6484957098020736,207,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,3.4079250922813715,375,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,1,Linear,Yes,2.8419856509147117,246,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,2,Linear,Yes,3.580337293436833,447,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,2,Linear,Yes,3.644486177548748,348,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,2.8470744474217415,261,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,1.3158326093829003,315,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,4.17879807554124,297,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,1,Linear,Yes,2.518443973781572,443,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,3.422962699602697,275,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,3,Linear,Yes,3.0362623346483484,423,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,0,Linear,Yes,1.7566103041422125,231,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,2.959925444244368,182,2,3,1,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,2.8585070028104744,341,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,4.263976579846352,462,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,1,Linear,Yes,4.281451529386504,248,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,2,Linear,Yes,4.338502420928242,433,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,1,Linear,Yes,2.898156036913296,388,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,2.2025152293860177,386,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,1,Linear,Yes,4.052700771131432,447,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,4.478866241362597,278,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,4.084568922350086,222,2,3,2,exponentialsmoothing
1,3,1.0,1,False,False,0,Linear,Yes,3.2342759712904168,447,2,3,2,exponentialsmoothing
3,3,1.0,1,False,False,1,Linear,Yes,3.7616084282875324,287,2,3,2,exponentialsmoothing
1,3,1.0,1,True,False,1,Linear,Yes,1.8840447931291464,397,2,3,2,exponentialsmoothing
3,3,1.0,1,True,False,0,Linear,Yes,2.925271388873448,184,2,3,1,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,4.247176354504513,190,2,3,1,exponentialsmoothing
3,3,1.0,1,False,False,0,Linear,Yes,3.297531011281852,142,2,3,1,exponentialsmoothing
3,3,1.0,1,False,False,1,Linear,Yes,3.4697071705644014,229,2,3,2,exponentialsmoothing
